

Цикл № 1
Шаг  № 1
Точек  413
Циклическая потенцио. развертка , Скорость развертки 100,12 мВ/с.
Время, с.              Потенциал, мВ            Ток, мкА
0.099700               734.910000                 -0.436220
0.199400               745.080000                 0.645200
0.299100               754.590000                 0.624910
0.398800               764.720000                 1.337100
0.498500               775.700000                 0.799400
0.598200               786.120000                 1.375600
0.697900               794.420000                 1.726600
0.797600               804.330000                 1.964000
0.897400               814.290000                 1.838200
0.997100               824.180000                 2.237900
1.096800               834.220000                 3.183400
1.196500               844.470000                 2.562500
1.296200               854.850000                 3.646000
1.395900               864.570000                 3.542500
1.495600               873.770000                 4.632100
1.595300               884.320000                 4.248600
1.695000               894.000000                 5.518700
1.794700               903.690000                 5.532900
1.894400               913.430000                 5.766200
1.994100               924.150000                 6.638700
2.093800               935.200000                 7.799200
2.193500               944.210000                 8.186700
2.293200               953.740000                 8.965900
2.392900               963.870000                 10.031000
2.492700               973.210000                 10.757000
2.592400               983.040000                 11.677000
2.692100               993.630000                 12.892000
2.791800               1003.600000                 13.462000
2.891500               1014.100000                 14.696000
2.991200               1022.900000                 15.320000
3.090900               1032.800000                 15.887000
3.190600               1043.200000                 16.944000
3.290300               1053.500000                 16.931000
3.390000               1063.300000                 18.293000
3.489700               1072.900000                 18.616000
3.589400               1083.600000                 19.664000
3.689100               1093.900000                 22.302000
3.788800               1102.800000                 24.919000
3.888500               1112.700000                 29.781000
3.988200               1123.300000                 37.637000
4.088000               1133.200000                 50.433000
4.187700               1142.700000                 68.233000
4.287400               1147.000000                 70.402000
4.387100               1137.700000                 38.913000
4.486800               1127.700000                 21.458000
4.586500               1117.200000                 11.279000
4.686200               1107.400000                 4.753800
4.785900               1098.100000                 2.237900
4.885600               1088.300000                 0.052750
4.985300               1078.000000                 -0.322600
5.085000               1067.600000                 -0.616800
5.184700               1057.600000                 -0.383470
5.284400               1048.200000                 -0.146080
5.384100               1037.700000                 -0.921140
5.483800               1027.600000                 -1.132100
5.583500               1018.700000                 -1.783400
5.683300               1008.200000                 -2.233900
5.783000               998.220000                 -2.637600
5.882700               987.460000                 -3.313300
5.982400               978.770000                 -3.479600
6.082100               968.180000                 -3.737300
6.181800               958.460000                 -4.250600
6.281500               948.000000                 -4.396700
6.381200               939.750000                 -4.222200
6.480900               928.880000                 -4.573200
6.580600               918.670000                 -4.356100
6.680300               908.630000                 -4.289200
6.780000               898.910000                 -4.628000
6.879700               888.820000                 -5.117000
6.979400               878.430000                 -4.790300
7.079100               868.870000                 -4.664500
7.178800               859.250000                 -4.699000
7.278600               849.520000                 -4.425100
7.378300               838.580000                 -5.094700
7.478000               829.000000                 -4.321600
7.577700               819.380000                 -4.697000
7.677400               808.960000                 -4.837000
7.777100               798.800000                 -4.400800
7.876800               789.320000                 -4.650300
7.976500               780.440000                 -4.644200
8.076200               770.060000                 -4.575200
8.175900               759.070000                 -4.737600
8.275600               749.450000                 -4.869400
8.375300               739.450000                 -4.492100
8.475000               729.370000                 -5.210300
8.574700               719.000000                 -4.796400
8.674400               710.220000                 -4.841000
8.774100               700.280000                 -4.901900
8.873900               689.880000                 -4.899900
8.973600               678.870000                 -5.121000
9.073300               670.270000                 -4.962800
9.173000               660.040000                 -5.054100
9.272700               649.220000                 -5.137300
9.372400               639.510000                 -5.309700
9.472100               630.760000                 -5.046000
9.571800               621.790000                 -4.991200
9.671500               610.320000                 -5.037800
9.771200               600.090000                 -5.386800
9.870900               590.300000                 -5.305700
9.970600               579.690000                 -4.962800
10.070300               570.340000                 -5.029700
10.170000               559.900000                 -5.490300
10.269700               550.530000                 -5.072300
10.369400               540.770000                 -5.350300
10.469200               530.370000                 -5.035800
10.568900               520.410000                 -5.508600
10.668600               510.650000                 -5.325900
10.768300               500.620000                 -5.453800
10.868000               490.770000                 -5.380700
10.967700               480.560000                 -5.585700
11.067400               471.260000                 -5.265100
11.167100               461.260000                 -5.547100
11.266800               450.670000                 -5.429400
11.366500               440.550000                 -5.705400
11.466200               430.970000                 -5.510600
11.565900               421.000000                 -5.417300
11.665600               410.570000                 -5.634400
11.765300               400.640000                 -5.660700
11.865000               392.330000                 -5.599900
11.964700               382.160000                 -5.614100
12.064500               371.110000                 -5.630300
12.164200               360.650000                 -5.741900
12.263900               351.930000                 -5.859600
12.363600               341.200000                 -5.778400
12.463300               331.010000                 -5.861600
12.563000               321.220000                 -5.930600
12.662700               313.120000                 -6.109100
12.762400               301.870000                 -6.032000
12.862100               291.580000                 -6.125400
12.961800               281.030000                 -6.334300
13.061500               271.630000                 -6.054300
13.161200               261.860000                 -6.293800
13.260900               250.980000                 -6.506800
13.360600               241.440000                 -6.425600
13.460300               232.490000                 -6.774600
13.560000               222.010000                 -6.563600
13.659800               211.760000                 -6.916600
13.759500               201.800000                 -6.841600
13.859200               192.540000                 -7.048500
13.958900               181.600000                 -7.208800
14.058600               172.330000                 -7.395500
14.158300               163.110000                 -7.369100
14.258000               153.680000                 -7.576000
14.357700               142.340000                 -7.856000
14.457400               131.710000                 -8.091400
14.557100               122.280000                 -8.347000
14.656800               112.580000                 -8.328800
14.756500               102.300000                 -8.687900
14.856200               92.469000                 -9.055100
14.955900               83.249000                 -9.099800
15.055600               73.762000                 -9.497400
15.155300               62.427000                 -9.809900
15.255100               51.816000                 -10.185000
15.354800               42.786000                 -10.532000
15.454500               31.490000                 -11.058000
15.554200               23.851000                 -11.451000
15.653900               12.421000                 -12.186000
15.753600               5.448300                 -12.600000
15.853300               -4.591100                 -13.237000
15.953000               -16.783000                 -14.200000
16.052700               -27.165000                 -15.448000
16.152400               -36.709000                 -15.854000
16.252100               -46.691000                 -16.524000
16.351800               -56.864000                 -17.244000
16.451500               -66.561000                 -18.157000
16.551200               -76.124000                 -19.173000
16.650900               -86.487000                 -20.084000
16.750600               -96.945000                 -21.016000
16.850400               -106.200000                 -21.779000
16.950100               -116.000000                 -22.594000
17.049800               -126.530000                 -23.661000
17.149500               -136.490000                 -23.619000
17.249200               -145.770000                 -24.566000
17.348900               -155.240000                 -24.649000
17.448600               -165.750000                 -24.958000
17.548300               -176.060000                 -25.674000
17.648000               -186.250000                 -25.905000
17.747700               -195.890000                 -26.784000
17.847400               -205.930000                 -26.695000
17.947100               -215.820000                 -26.820000
18.046800               -225.970000                 -27.314000
18.146500               -235.310000                 -26.816000
18.246200               -245.290000                 -28.020000
18.345900               -255.990000                 -27.675000
18.445700               -266.010000                 -27.863000
18.545400               -275.820000                 -27.798000
18.645100               -285.850000                 -28.005000
18.744800               -295.660000                 -28.089000
18.844500               -304.970000                 -28.164000
18.944200               -313.830000                 -27.746000
19.043900               -324.560000                 -28.180000
19.143600               -335.130000                 -28.360000
19.243300               -345.430000                 -28.515000
19.343000               -354.730000                 -28.787000
19.442700               -365.400000                 -28.476000
19.542400               -374.980000                 -28.588000
19.642100               -384.850000                 -28.766000
19.741800               -394.600000                 -28.488000
19.841500               -404.750000                 -29.028000
19.941200               -414.970000                 -28.578000
20.041000               -424.870000                 -28.924000
20.140700               -434.300000                 -28.827000
20.240400               -445.200000                 -28.740000
20.340100               -455.260000                 -28.987000
20.439800               -463.330000                 -28.722000
20.539500               -473.810000                 -28.971000
20.639200               -484.480000                 -29.172000
20.738900               -494.250000                 -29.010000
20.838600               -504.330000                 -29.318000
20.938300               -514.390000                 -29.418000
21.038000               -524.470000                 -29.385000
21.137700               -534.470000                 -29.328000
21.237400               -543.420000                 -29.793000
21.337100               -553.400000                 -29.422000
21.436800               -564.740000                 -30.099000
21.536500               -574.660000                 -29.963000
21.636300               -583.370000                 -30.004000
21.736000               -594.210000                 -30.211000
21.835700               -604.480000                 -30.465000
21.935400               -614.120000                 -30.850000
22.035100               -621.540000                 -31.055000
22.134800               -631.600000                 -31.158000
22.234500               -643.620000                 -32.171000
22.334200               -653.570000                 -32.116000
22.433900               -663.050000                 -32.163000
22.533600               -673.880000                 -32.982000
22.633300               -683.280000                 -32.572000
22.733000               -693.610000                 -33.496000
22.832700               -702.770000                 -33.135000
22.932400               -713.500000                 -33.518000
23.032100               -723.020000                 -33.287000
23.131800               -733.370000                 -33.228000
23.231500               -742.990000                 -33.595000
23.331300               -753.090000                 -33.648000
23.431000               -763.540000                 -33.642000
23.530700               -772.500000                 -33.676000
23.630400               -781.960000                 -33.481000
23.730100               -792.480000                 -34.508000
23.829800               -803.010000                 -34.681000
23.929500               -812.940000                 -35.703000
24.029200               -823.000000                 -37.497000
24.128900               -832.640000                 -39.227000
24.228600               -843.060000                 -42.111000
24.328300               -853.170000                 -45.316000
24.428000               -861.540000                 -49.676000
24.527700               -872.850000                 -55.118000
24.627400               -882.820000                 -61.416000
24.727100               -892.510000                 -69.197000
24.826800               -897.850000                 -65.407000
24.926600               -889.220000                 -45.257000
25.026300               -878.430000                 -32.747000
25.126000               -867.520000                 -24.132000
25.225700               -857.460000                 -18.240000
25.325400               -848.580000                 -14.103000
25.425100               -838.600000                 -11.230000
25.524800               -828.140000                 -9.146400
25.624500               -818.240000                 -7.870200
25.724200               -808.480000                 -7.044500
25.823900               -798.370000                 -6.555500
25.923600               -787.870000                 -6.174100
26.023300               -778.040000                 -6.131400
26.123000               -769.070000                 -6.127400
26.222700               -759.160000                 -6.054300
26.322400               -748.260000                 -5.717500
26.422100               -739.030000                 -5.867700
26.521900               -728.850000                 -5.731700
26.621600               -719.210000                 -5.159600
26.721300               -708.260000                 -4.995200
26.821000               -698.280000                 -5.271200
26.920700               -689.290000                 -5.407100
27.020400               -679.150000                 -5.220400
27.120100               -668.980000                 -5.348300
27.219800               -659.450000                 -5.632300
27.319500               -649.550000                 -5.309700
27.419200               -638.960000                 -5.070300
27.518900               -627.450000                 -5.472000
27.618600               -618.080000                 -5.293500
27.718300               -609.090000                 -5.553200
27.818000               -599.620000                 -5.577500
27.917700               -589.220000                 -5.411200
28.017400               -580.010000                 -5.332000
28.117200               -570.410000                 -5.624200
28.216900               -559.580000                 -5.433500
28.316600               -548.580000                 -5.758100
28.416300               -539.550000                 -5.403100
28.516000               -530.390000                 -5.597800
28.615700               -520.620000                 -5.551200
28.715400               -509.800000                 -5.514600
28.815100               -500.330000                 -5.693200
28.914800               -490.100000                 -5.210300
29.014500               -479.360000                 -5.309700
29.114200               -469.090000                 -5.175800
29.213900               -459.980000                 -5.153500
29.313600               -450.510000                 -4.832900
29.413300               -440.170000                 -5.121000
29.513000               -430.210000                 -4.528600
29.612700               -421.040000                 -4.532600
29.712500               -410.760000                 -4.066000
29.812200               -400.320000                 -4.049800
29.911900               -389.940000                 -3.814400
30.011600               -380.640000                 -3.696700
30.111300               -371.000000                 -3.303100
30.211000               -360.670000                 -2.978500
30.310700               -350.430000                 -2.737000
30.410400               -340.920000                 -2.844600
30.510100               -331.090000                 -2.511800
30.609800               -320.290000                 -2.284600
30.709500               -309.980000                 -1.456800
30.809200               -301.450000                 -1.468900
30.908900               -291.460000                 -1.489200
31.008600               -280.910000                 -0.858240
31.108300               -271.020000                 -0.292170
31.208000               -261.610000                 -0.310430
31.307800               -251.190000                 0.375350
31.407500               -240.810000                 -0.024350
31.507200               -231.000000                 1.134200
31.606900               -221.470000                 0.436220
31.706600               -211.800000                 1.296500
31.806300               -201.340000                 1.960000
31.906000               -191.260000                 1.365500
32.005700               -181.890000                 1.929500
32.105400               -171.560000                 2.077600
32.205100               -161.200000                 2.483400
32.304800               -151.500000                 3.084000
32.404500               -141.960000                 2.724900
32.504200               -131.940000                 3.577000
32.603900               -121.520000                 3.315300
32.703600               -112.340000                 3.463400
32.803300               -102.300000                 4.137000
32.903100               -92.164000                 4.356100
33.002800               -81.896000                 4.479900
33.102500               -72.657000                 4.855200
33.202200               -62.389000                 5.299600
33.301900               -52.559000                 5.537000
33.401600               -42.424000                 5.480200
33.501300               -32.880000                 5.930600
33.601000               -22.917000                 5.731700
33.700700               -11.506000                 6.062500
33.800400               0.342900                 6.583900
33.900100               8.686800                 6.624500
33.999800               16.021000                 6.590000
34.099500               26.099000                 7.316300
34.199200               36.005000                 7.034300
34.298900               47.434000                 7.342700
34.398600               55.969000                 7.379200
34.498400               66.599000                 7.740400
34.598100               78.181000                 7.965600
34.697800               86.525000                 8.040700
34.797500               96.336000                 8.194900
34.897200               106.280000                 8.002100
34.996900               117.560000                 8.452500
35.096600               126.530000                 8.418000
35.196300               136.870000                 8.495200
35.296000               147.710000                 8.592500
35.395700               157.910000                 8.738600
35.495400               166.530000                 8.858300
35.595100               176.100000                 8.842100
35.694800               186.770000                 8.807600
35.794500               196.790000                 8.832000
35.894200               205.340000                 8.862400
35.993900               215.860000                 8.929300
36.093700               227.500000                 9.416300
36.193400               236.580000                 9.075400
36.293100               246.050000                 9.227600
36.392800               255.900000                 9.209300
36.492500               266.360000                 9.089600
36.592200               276.170000                 9.166700
36.691900               285.770000                 9.424400
36.791600               296.360000                 9.168800
36.891300               307.870000                 9.308700
36.991000               317.070000                 9.440600
37.090700               325.360000                 9.430500
37.190400               334.350000                 9.180900
37.290100               346.270000                 9.408200
37.389800               356.250000                 9.426400
37.489500               364.870000                 9.394000
37.589200               375.110000                 9.436600
37.689000               387.120000                 9.611100
37.788700               396.110000                 9.515700
37.888400               405.310000                 9.452800
37.988100               415.180000                 9.556300
38.087800               425.860000                 9.531900
38.187500               435.460000                 9.633400
38.287200               445.240000                 9.469000
38.386900               455.900000                 9.564400
38.486600               465.960000                 9.605000
38.586300               475.550000                 9.761200
38.686000               484.800000                 9.446700
38.785700               494.560000                 9.538000
38.885400               505.820000                 9.442700
38.985100               515.070000                 9.454800
39.084800               524.620000                 9.795700
39.184500               535.360000                 9.266100
39.284300               545.630000                 9.850500
39.384000               554.390000                 9.773400
39.483700               564.530000                 9.337200
39.583400               574.990000                 9.799800
39.683100               585.120000                 9.497400
39.782800               594.700000                 9.515700
39.882500               605.030000                 9.927600
39.982200               616.570000                 10.015000
40.081900               627.750000                 9.937700
40.181600               635.050000                 9.862700
40.281300               644.460000                 9.960000
40.381000               655.610000                 9.777400
40.480700               664.220000                 9.818000
40.580400               673.590000                 9.929600
40.680100               684.500000                 10.009000
40.779800               694.640000                 10.285000
40.879600               704.700000                 10.303000
40.979300               713.540000                 10.210000
41.079000               723.800000                 10.729000
41.178700               734.110000                 10.828000


Цикл № 2
Шаг  № 1
Точек  412
Циклическая потенцио. развертка, Скорость развертки 100,12 мВ/с.
Время, с.              Потенциал, мВ            Ток, мкА
0.099700               744.320000                 10.857000
0.199400               754.280000                 10.676000
0.299100               764.610000                 11.522000
0.398800               775.110000                 11.484000
0.498500               784.990000                 11.845000
0.598200               793.010000                 11.940000
0.697900               803.660000                 11.983000
0.797600               813.950000                 12.579000
0.897400               823.680000                 13.192000
0.997100               833.300000                 13.042000
1.096800               843.530000                 13.357000
1.196500               854.160000                 14.414000
1.296200               864.240000                 14.292000
1.395900               873.670000                 14.608000
1.495600               883.410000                 14.935000
1.595300               893.690000                 15.688000
1.695000               903.410000                 15.296000
1.794700               913.070000                 16.270000
1.894400               923.870000                 16.840000
1.994100               935.090000                 16.682000
2.093800               944.060000                 17.587000
2.193500               952.880000                 17.899000
2.293200               962.560000                 18.622000
2.392900               972.790000                 19.277000
2.492700               983.170000                 19.881000
2.592400               993.150000                 20.198000
2.692100               1002.800000                 21.054000
2.791800               1013.700000                 20.860000
2.891500               1023.000000                 21.746000
2.991200               1032.400000                 21.561000
3.090900               1042.500000                 22.548000
3.190600               1052.700000                 22.468000
3.290300               1062.500000                 23.396000
3.390000               1072.900000                 23.605000
3.489700               1082.900000                 24.250000
3.589400               1093.600000                 26.254000
3.689100               1102.300000                 28.912000
3.788800               1112.200000                 33.465000
3.888500               1122.300000                 41.208000
3.988200               1132.700000                 51.987000
4.088000               1142.200000                 69.686000
4.187700               1147.300000                 73.721000
4.287400               1137.400000                 43.287000
4.387100               1127.800000                 24.767000
4.486800               1117.400000                 14.387000
4.586500               1107.700000                 7.807300
4.686200               1098.200000                 4.717300
4.785900               1089.200000                 3.654100
4.885600               1078.400000                 2.568600
4.985300               1068.000000                 1.868600
5.085000               1058.100000                 1.529800
5.184700               1048.500000                 1.444600
5.284400               1038.600000                 1.588700
5.384100               1028.000000                 1.237600
5.483800               1018.300000                 -0.113620
5.583500               1009.100000                 0.208980
5.683300               998.560000                 -0.687810
5.783000               988.370000                 -1.537900
5.882700               978.830000                 -1.643400
5.982400               968.810000                 -2.463100
6.082100               958.580000                 -2.489500
6.181800               948.960000                 -2.597000
6.281500               940.160000                 -2.846600
6.381200               930.130000                 -3.213800
6.480900               919.140000                 -3.534400
6.580600               908.860000                 -3.499900
6.680300               898.990000                 -3.749500
6.780000               889.330000                 -3.911800
6.879700               878.830000                 -3.493800
6.979400               869.100000                 -3.157000
7.079100               860.030000                 -3.950300
7.178800               849.310000                 -3.497900
7.278600               839.060000                 -3.071800
7.378300               829.230000                 -3.881300
7.478000               819.300000                 -3.463400
7.577700               809.510000                 -3.457300
7.677400               799.130000                 -3.639900
7.777100               789.600000                 -3.810300
7.876800               780.800000                 -3.426900
7.976500               770.510000                 -3.982800
8.076200               759.700000                 -3.382200
8.175900               749.920000                 -3.566900
8.275600               739.520000                 -3.999000
8.375300               729.860000                 -3.587200
8.475000               719.350000                 -3.658200
8.574700               709.990000                 -3.903700
8.674400               700.540000                 -3.982800
8.774100               689.910000                 -3.597300
8.873900               679.000000                 -4.066000
8.973600               669.680000                 -4.248600
9.073300               660.860000                 -4.126900
9.173000               649.890000                 -4.053800
9.272700               639.930000                 -4.112700
9.372400               631.660000                 -4.120800
9.472100               622.120000                 -3.771800
9.571800               610.840000                 -3.997000
9.671500               600.720000                 -3.944200
9.771200               590.490000                 -3.954400
9.870900               580.820000                 -3.838800
9.970600               570.570000                 -4.021300
10.070300               560.850000                 -4.366300
10.170000               551.150000                 -4.790300
10.269700               541.550000                 -4.287100
10.369400               531.040000                 -4.236400
10.469200               520.960000                 -4.619900
10.568900               511.320000                 -4.832900
10.668600               501.640000                 -4.246600
10.768300               491.070000                 -4.930300
10.868000               481.450000                 -4.380500
10.967700               471.680000                 -4.808600
11.067400               461.730000                 -4.759900
11.167100               451.940000                 -5.115000
11.266800               440.990000                 -5.102800
11.366500               431.770000                 -4.552900
11.466200               421.330000                 -5.200200
11.565900               411.310000                 -4.879600
11.665600               401.230000                 -5.098700
11.765300               392.050000                 -5.129200
11.865000               382.050000                 -4.977000
11.964700               371.590000                 -5.287400
12.064500               361.450000                 -5.196100
12.164200               351.300000                 -5.388800
12.263900               342.210000                 -5.208300
12.363600               330.990000                 -5.482200
12.463300               321.810000                 -5.435500
12.563000               313.680000                 -5.413200
12.662700               302.720000                 -5.490300
12.762400               291.270000                 -5.537000
12.862100               281.330000                 -5.413200
12.961800               272.550000                 -6.066500
13.061500               261.880000                 -5.717500
13.161200               251.860000                 -5.989400
13.260900               241.970000                 -5.932600
13.360600               233.100000                 -6.285600
13.460300               222.290000                 -5.948800
13.560000               212.520000                 -6.758400
13.659800               202.080000                 -6.401300
13.759500               192.290000                 -6.638700
13.859200               181.760000                 -6.981600
13.958900               172.000000                 -6.971400
14.058600               162.630000                 -7.176300
14.158300               154.150000                 -7.326500
14.258000               142.380000                 -7.170300
14.357700               132.720000                 -7.827600
14.457400               122.570000                 -7.843900
14.557100               112.830000                 -8.014300
14.656800               102.170000                 -8.485000
14.756500               93.078000                 -8.480900
14.856200               83.687000                 -8.888800
14.955900               73.323000                 -8.963800
15.055600               62.198000                 -9.588700
15.155300               52.521000                 -9.745000
15.255100               43.243000                 -10.078000
15.354800               33.242000                 -10.500000
15.454500               22.936000                 -11.157000
15.554200               13.525000                 -11.528000
15.653900               6.057900                 -11.776000
15.753600               -4.286200                 -12.086000
15.853300               -16.764000                 -13.308000
15.953000               -26.594000                 -13.750000
16.052700               -36.557000                 -14.513000
16.152400               -46.444000                 -15.978000
16.252100               -56.350000                 -16.063000
16.351800               -66.732000                 -16.824000
16.451500               -75.895000                 -17.769000
16.551200               -86.106000                 -18.747000
16.650900               -96.050000                 -19.419000
16.750600               -106.090000                 -19.780000
16.850400               -115.630000                 -20.269000
16.950100               -125.810000                 -21.233000
17.049800               -135.920000                 -21.728000
17.149500               -145.830000                 -22.359000
17.249200               -155.070000                 -23.527000
17.348900               -164.920000                 -23.580000
17.448600               -175.620000                 -23.769000
17.548300               -186.080000                 -23.903000
17.648000               -195.600000                 -24.516000
17.747700               -204.980000                 -24.623000
17.847400               -215.280000                 -24.944000
17.947100               -225.230000                 -25.824000
18.046800               -235.060000                 -25.885000
18.146500               -245.120000                 -25.664000
18.246200               -255.690000                 -25.676000
18.345900               -264.600000                 -25.930000
18.445700               -274.660000                 -26.802000
18.545400               -284.910000                 -26.149000
18.645100               -295.410000                 -26.559000
18.744800               -304.800000                 -26.683000
18.844500               -314.130000                 -27.068000
18.944200               -324.270000                 -27.017000
19.043900               -334.630000                 -26.924000
19.143600               -345.010000                 -26.772000
19.243300               -354.820000                 -26.652000
19.343000               -364.520000                 -26.628000
19.442700               -374.750000                 -27.054000
19.542400               -384.540000                 -27.200000
19.642100               -393.900000                 -27.220000
19.741800               -404.340000                 -27.230000
19.841500               -414.950000                 -26.670000
19.941200               -424.320000                 -26.960000
20.041000               -434.020000                 -27.535000
20.140700               -444.460000                 -26.680000
20.240400               -454.460000                 -27.244000
20.340100               -463.710000                 -26.962000
20.439800               -472.950000                 -27.206000
20.539500               -483.980000                 -26.820000
20.639200               -493.870000                 -26.753000
20.738900               -503.850000                 -27.888000
20.838600               -513.890000                 -27.383000
20.938300               -523.820000                 -27.472000
21.038000               -533.650000                 -27.707000
21.137700               -543.480000                 -28.062000
21.237400               -552.910000                 -27.774000
21.337100               -563.170000                 -28.241000
21.436800               -573.980000                 -28.233000
21.536500               -583.810000                 -28.360000
21.636300               -593.390000                 -28.665000
21.736000               -603.900000                 -28.673000
21.835700               -613.260000                 -29.383000
21.935400               -621.520000                 -29.466000
22.035100               -632.610000                 -30.511000
22.134800               -643.170000                 -31.106000
22.234500               -653.240000                 -31.381000
22.334200               -663.130000                 -31.952000
22.433900               -672.960000                 -32.262000
22.533600               -682.980000                 -32.605000
22.633300               -692.870000                 -32.205000
22.733000               -702.360000                 -32.806000
22.832700               -712.430000                 -32.826000
22.932400               -723.060000                 -32.359000
23.032100               -732.950000                 -32.899000
23.131800               -742.640000                 -32.445000
23.231500               -752.760000                 -32.711000
23.331300               -763.110000                 -32.706000
23.431000               -772.150000                 -32.631000
23.530700               -781.910000                 -32.850000
23.630400               -792.040000                 -33.557000
23.730100               -802.790000                 -33.459000
23.829800               -812.560000                 -34.299000
23.929500               -821.860000                 -36.300000
24.029200               -832.700000                 -37.809000
24.128900               -842.680000                 -40.706000
24.228600               -852.140000                 -44.093000
24.328300               -861.550000                 -47.909000
24.428000               -872.340000                 -53.621000
24.527700               -882.450000                 -59.775000
24.627400               -892.150000                 -67.131000
24.727100               -897.120000                 -65.149000
24.826800               -889.010000                 -44.310000
24.926600               -879.290000                 -31.660000
25.026300               -868.300000                 -22.823000
25.126000               -858.390000                 -16.651000
25.225700               -848.640000                 -12.395000
25.325400               -839.480000                 -9.842400
25.425100               -829.650000                 -7.387300
25.524800               -818.920000                 -6.234900
25.624500               -809.240000                 -5.674900
25.724200               -799.340000                 -4.504200
25.823900               -787.930000                 -4.268900
25.923600               -777.890000                 -4.786300
26.023300               -768.930000                 -4.603700
26.123000               -759.980000                 -4.317600
26.222700               -748.910000                 -4.747700
26.322400               -739.600000                 -4.465700
26.422100               -729.790000                 -4.270900
26.521900               -719.600000                 -4.723400
26.621600               -709.100000                 -4.506300
26.721300               -698.680000                 -3.850900
26.821000               -689.720000                 -4.090300
26.920700               -680.070000                 -4.544800
27.020400               -669.680000                 -4.761900
27.120100               -659.620000                 -4.175600
27.219800               -650.330000                 -4.508300
27.319500               -639.830000                 -4.855200
27.419200               -628.210000                 -4.703100
27.518900               -618.190000                 -4.157300
27.618600               -609.980000                 -4.441300
27.718300               -600.080000                 -4.301300
27.818000               -590.610000                 -4.325700
27.917700               -579.960000                 -4.289200
28.017400               -571.230000                 -4.254700
28.117200               -560.240000                 -4.674700
28.216900               -549.590000                 -4.376400
28.316600               -539.820000                 -4.384500
28.416300               -531.020000                 -4.615800
28.516000               -520.620000                 -4.216100
28.615700               -510.180000                 -4.632100
28.715400               -500.600000                 -4.246600
28.815100               -490.520000                 -3.913800
28.914800               -480.000000                 -3.999000
29.014500               -469.770000                 -3.976700
29.114200               -460.570000                 -3.942200
29.213900               -451.070000                 -3.295000
29.313600               -440.890000                 -3.885400
29.413300               -430.720000                 -3.276700
29.513000               -421.290000                 -3.540500
29.612700               -410.950000                 -2.848600
29.712500               -400.770000                 -2.668100
29.812200               -390.370000                 -2.903400
29.911900               -381.230000                 -2.534100
30.011600               -371.190000                 -1.677900
30.111300               -361.090000                 -2.116200
30.211000               -350.810000                 -1.846300
30.310700               -341.430000                 -1.698200
30.410400               -331.110000                 -1.225500
30.510100               -320.000000                 -1.071300
30.609800               -310.210000                 -1.006400
30.709500               -301.450000                 -0.523470
30.809200               -292.040000                 -0.211010
30.908900               -281.850000                 -0.742590
31.008600               -271.670000                 0.219120
31.108300               -262.200000                 0.235360
31.208000               -252.180000                 -0.032460
31.307800               -241.880000                 0.799400
31.407500               -231.720000                 1.395900
31.507200               -222.310000                 1.117900
31.606900               -212.270000                 1.168700
31.706600               -202.240000                 1.584600
31.806300               -192.480000                 2.102000
31.906000               -182.330000                 2.254200
32.005700               -172.120000                 2.769500
32.105400               -161.540000                 2.625400
32.205100               -151.850000                 3.090100
32.304800               -142.470000                 3.873200
32.404500               -132.760000                 3.836700
32.504200               -122.320000                 3.706900
32.603900               -112.130000                 4.216100
32.703600               -102.700000                 4.457600
32.803300               -92.392000                 5.039900
32.903100               -82.315000                 5.705400
33.002800               -72.485000                 6.239000
33.102500               -63.036000                 6.180100
33.202200               -52.845000                 6.456100
33.301900               -42.767000                 6.314000
33.401600               -32.899000                 6.612300
33.501300               -23.184000                 6.951100
33.601000               -12.325000                 6.993700
33.700700               0.057150                 7.365000
33.800400               8.058100                 7.395500
33.900100               16.002000                 7.478700
33.999800               25.641000                 7.630800
34.099500               36.500000                 7.937200
34.199200               46.634000                 8.032600
34.298900               55.855000                 8.221200
34.398600               66.065000                 8.253700
34.498400               77.552000                 8.493100
34.598100               86.316000                 8.602700
34.697800               95.269000                 8.432200
34.797500               105.100000                 8.614900
34.897200               116.810000                 8.868500
34.996900               126.190000                 8.890800
35.096600               135.540000                 8.874600
35.196300               147.520000                 9.195100
35.296000               157.390000                 8.937500
35.395700               165.700000                 9.180900
35.495400               175.130000                 9.063300
35.595100               185.130000                 9.038900
35.694800               196.040000                 9.268200
35.794500               205.490000                 9.481200
35.894200               215.720000                 9.197200
35.993900               226.030000                 9.389900
36.093700               236.430000                 9.671900
36.193400               245.650000                 9.513700
36.293100               255.570000                 9.355400
36.392800               265.580000                 9.876900
36.492500               275.690000                 9.596900
36.592200               285.180000                 9.846400
36.691900               295.390000                 9.574500
36.791600               307.310000                 9.960000
36.891300               317.350000                 9.921500
36.991000               325.110000                 9.657700
37.090700               335.240000                 9.986400
37.190400               344.820000                 9.933700
37.290100               355.850000                 9.992500
37.389800               364.920000                 10.005000
37.489500               374.310000                 9.998600
37.589200               386.390000                 10.098000
37.689000               395.130000                 10.252000
37.788700               404.700000                 9.927600
37.888400               414.660000                 10.116000
37.988100               425.310000                 10.350000
38.087800               434.720000                 10.011000
38.187500               444.820000                 10.289000
38.287200               455.560000                 10.404000
38.386900               466.340000                 10.130000
38.486600               475.220000                 10.181000
38.586300               484.420000                 10.212000
38.686000               494.250000                 10.051000
38.785700               504.480000                 10.108000
38.885400               514.810000                 9.931600
38.985100               524.410000                 9.935700
39.084800               534.350000                 10.266000
