HCLk-013.kin - RawData;;;;;;;;;;;;;;;;
122;3,1177;;;;;;;;;;;;;;;
123;3,1155;;;;;;;;;;;;;;;
124;3,1155;;;;;;;;;;;;;;;
125;3,113;;;;;;;;;;;;;;;
126;3,1155;;;;;;;;;;;;;;;
127;3,1022;;;;;;;;;;;;;;;
128;3,1;;;;;;;;;;;;;;;
129;3,1001;;;;;;;;;;;;;;;
130;3,1002;;;;;;;;;;;;;;;
131;3,0918;;;;;;;;;;;;;;;
132;3,0938;;;;;;;;;;;;;;;
133;3,096;;;;;;;;;;;;;;;
134;3,0879;;;;;;;;;;;;;;;
135;3,0834;;;;;;;;;;;;;;;
136;3,0792;;;;;;;;;;;;;;;
137;3,0811;;;;;;;;;;;;;;;
138;3,0753;;;;;;;;;;;;;;;
139;3,0737;;;;;;;;;;;;;;;
140;3,0775;;;;;;;;;;;;;;;
141;3,0754;;;;;;;;;;;;;;;
142;3,0634;;;;;;;;;;;;;;;
143;3,0633;;;;;;;;;;;;;;;
144;3,0635;;;;;;;;;;;;;;;
145;3,0537;;;;;;;;;;;;;;;
146;3,05;;;;;;;;;;;;;;;
147;3,0554;;;;;;;;;;;;;;;
148;3,0461;;;;;;;;;;;;;;;
149;3,0442;;;;;;;;;;;;;;;
150;3,0441;;;;;;;;;;;;;;;
151;3,0384;;;;;;;;;;;;;;;
152;3,044;;;;;;;;;;;;;;;
153;3,0331;;;;;;;;;;;;;;;
154;3,0277;;;;;;;;;;;;;;;
155;3,0331;;;;;;;;;;;;;;;
156;3,022;;;;;;;;;;;;;;;
157;3,0239;;;;;;;;;;;;;;;
158;3,0185;;;;;;;;;;;;;;;
159;3,0185;;;;;;;;;;;;;;;
160;3,0185;;;;;;;;;;;;;;;
161;3,0169;;;;;;;;;;;;;;;
162;3,0132;;;;;;;;;;;;;;;
163;3,0172;;;;;;;;;;;;;;;
164;3,0113;;;;;;;;;;;;;;;
165;3,0011;;;;;;;;;;;;;;;
166;2,9943;;;;;;;;;;;;;;;
167;2,9996;;;;;;;;;;;;;;;
168;2,9962;;;;;;;;;;;;;;;
169;2,9894;;;;;;;;;;;;;;;
170;2,9963;;;;;;;;;;;;;;;
171;2,9877;;;;;;;;;;;;;;;
172;2,983;;;;;;;;;;;;;;;
173;2,9828;;;;;;;;;;;;;;;
174;2,9829;;;;;;;;;;;;;;;
175;2,9794;;;;;;;;;;;;;;;
176;2,9795;;;;;;;;;;;;;;;
177;2,9697;;;;;;;;;;;;;;;
178;2,9716;;;;;;;;;;;;;;;
179;2,9685;;;;;;;;;;;;;;;
180;2,9622;;;;;;;;;;;;;;;
181;2,9699;;;;;;;;;;;;;;;
182;2,9703;;;;;;;;;;;;;;;
183;2,9637;;;;;;;;;;;;;;;
184;2,9619;;;;;;;;;;;;;;;
185;2,9623;;;;;;;;;;;;;;;
186;2,9605;;;;;;;;;;;;;;;
187;2,9516;;;;;;;;;;;;;;;
188;2,9528;;;;;;;;;;;;;;;
189;2,956;;;;;;;;;;;;;;;
190;2,9438;;;;;;;;;;;;;;;
191;2,9384;;;;;;;;;;;;;;;
192;2,9427;;;;;;;;;;;;;;;
193;2,9379;;;;;;;;;;;;;;;
194;2,9412;;;;;;;;;;;;;;;
195;2,9322;;;;;;;;;;;;;;;
196;2,9294;;;;;;;;;;;;;;;
197;2,925;;;;;;;;;;;;;;;
198;2,9248;;;;;;;;;;;;;;;
199;2,9219;;;;;;;;;;;;;;;
200;2,9164;;;;;;;;;;;;;;;
201;2,9165;;;;;;;;;;;;;;;
202;2,918;;;;;;;;;;;;;;;
203;2,9137;;;;;;;;;;;;;;;
204;2,9164;;;;;;;;;;;;;;;
205;2,9108;;;;;;;;;;;;;;;
206;2,9135;;;;;;;;;;;;;;;
207;2,9095;;;;;;;;;;;;;;;
208;2,8961;;;;;;;;;;;;;;;
209;2,8989;;;;;;;;;;;;;;;
210;2,8985;;;;;;;;;;;;;;;
211;2,8854;;;;;;;;;;;;;;;
212;2,8852;;;;;;;;;;;;;;;
213;2,8829;;;;;;;;;;;;;;;
214;2,8894;;;;;;;;;;;;;;;
215;2,8843;;;;;;;;;;;;;;;
216;2,8801;;;;;;;;;;;;;;;
217;2,8775;;;;;;;;;;;;;;;
218;2,8737;;;;;;;;;;;;;;;
219;2,8699;;;;;;;;;;;;;;;
220;2,8688;;;;;;;;;;;;;;;
221;2,8672;;;;;;;;;;;;;;;
222;2,8611;;;;;;;;;;;;;;;
223;2,8662;;;;;;;;;;;;;;;
224;2,86;;;;;;;;;;;;;;;
225;2,8553;;;;;;;;;;;;;;;
226;2,8574;;;;;;;;;;;;;;;
227;2,8562;;;;;;;;;;;;;;;
228;2,8493;;;;;;;;;;;;;;;
229;2,8419;;;;;;;;;;;;;;;
230;2,8396;;;;;;;;;;;;;;;
231;2,8442;;;;;;;;;;;;;;;
232;2,842;;;;;;;;;;;;;;;
233;2,8341;;;;;;;;;;;;;;;
234;2,8373;;;;;;;;;;;;;;;
235;2,8316;;;;;;;;;;;;;;;
236;2,8281;;;;;;;;;;;;;;;
237;2,8327;;;;;;;;;;;;;;;
238;2,8245;;;;;;;;;;;;;;;
239;2,8189;;;;;;;;;;;;;;;
240;2,8199;;;;;;;;;;;;;;;
241;2,82;;;;;;;;;;;;;;;
242;2,8198;;;;;;;;;;;;;;;
243;2,8111;;;;;;;;;;;;;;;
244;2,8112;;;;;;;;;;;;;;;
245;2,8079;;;;;;;;;;;;;;;
246;2,8058;;;;;;;;;;;;;;;
247;2,7991;;;;;;;;;;;;;;;
248;2,8036;;;;;;;;;;;;;;;
249;2,7982;;;;;;;;;;;;;;;
250;2,795;;;;;;;;;;;;;;;
251;2,795;;;;;;;;;;;;;;;
252;2,7897;;;;;;;;;;;;;;;
253;2,7844;;;;;;;;;;;;;;;
254;2,786;;;;;;;;;;;;;;;
255;2,7855;;;;;;;;;;;;;;;
256;2,7823;;;;;;;;;;;;;;;
257;2,7793;;;;;;;;;;;;;;;
258;2,7753;;;;;;;;;;;;;;;
259;2,773;;;;;;;;;;;;;;;
260;2,7702;;;;;;;;;;;;;;;
261;2,7691;;;;;;;;;;;;;;;
262;2,7654;;;;;;;;;;;;;;;
263;2,7634;;;;;;;;;;;;;;;
264;2,7624;;;;;;;;;;;;;;;
265;2,7564;;;;;;;;;;;;;;;
266;2,7564;;;;;;;;;;;;;;;
267;2,7538;;;;;;;;;;;;;;;
268;2,7486;;;;;;;;;;;;;;;
269;2,7469;;;;;;;;;;;;;;;
270;2,745;;;;;;;;;;;;;;;
271;2,7429;;;;;;;;;;;;;;;
272;2,7421;;;;;;;;;;;;;;;
273;2,7411;;;;;;;;;;;;;;;
274;2,7357;;;;;;;;;;;;;;;
275;2,7336;;;;;;;;;;;;;;;
276;2,7302;;;;;;;;;;;;;;;
277;2,7284;;;;;;;;;;;;;;;
278;2,7236;;;;;;;;;;;;;;;
279;2,7232;;;;;;;;;;;;;;;
280;2,7202;;;;;;;;;;;;;;;
281;2,7176;;;;;;;;;;;;;;;
282;2,7134;;;;;;;;;;;;;;;
283;2,7139;;;;;;;;;;;;;;;
284;2,7098;;;;;;;;;;;;;;;
285;2,7068;;;;;;;;;;;;;;;
286;2,7027;;;;;;;;;;;;;;;
287;2,7035;;;;;;;;;;;;;;;
288;2,6975;;;;;;;;;;;;;;;
289;2,6994;;;;;;;;;;;;;;;
290;2,6981;;;;;;;;;;;;;;;
291;2,6933;;;;;;;;;;;;;;;
292;2,6924;;;;;;;;;;;;;;;
293;2,6866;;;;;;;;;;;;;;;
294;2,6858;;;;;;;;;;;;;;;
295;2,6835;;;;;;;;;;;;;;;
296;2,6811;;;;;;;;;;;;;;;
297;2,6818;;;;;;;;;;;;;;;
298;2,6777;;;;;;;;;;;;;;;
299;2,6731;;;;;;;;;;;;;;;
300;2,6726;;;;;;;;;;;;;;;
